league,team,player,matches,assists,xAG,minutes,position,assists_minus_xag,assists_minus_xag_90
FRA-Ligue 1,Dijon,Benjamin Jeannot,47,1,2.0,3010,FW,-1.0,-0.029900332225913623
FRA-Ligue 1,Dijon,Bersant Celina,32,5,4.6,2298,"MF,FW",0.40000000000000036,0.015665796344647535
FRA-Ligue 1,Dijon,Bruno Ecuele Manga,66,0,0.4,5940,DF,-0.4,-0.0060606060606060615
FRA-Ligue 1,Dijon,Cédric Varrault,11,0,0.1,883,DF,-0.1,-0.010192525481313703
FRA-Ligue 1,Dijon,Cédric Yamberé,65,0,0.5,5634,DF,-0.5,-0.007987220447284345
FRA-Ligue 1,Dijon,Didier Ibrahim Ndong,56,4,3.0999999999999996,4996,MF,0.9000000000000004,0.016212970376301046
FRA-Ligue 1,Dijon,Enzo Loiodice,21,1,0.30000000000000004,1209,MF,0.7,0.052109181141439205
FRA-Ligue 1,Dijon,Florent Balmont,52,4,3.0,2337,MF,1.0,0.038510911424903725
FRA-Ligue 1,Dijon,Fouad Chafik,87,6,6.4,6610,DF,-0.40000000000000036,-0.005446293494704997
FRA-Ligue 1,Dijon,Frédéric Sammaritano,80,8,6.9,3615,"FW,MF",1.0999999999999996,0.027385892116182562
FRA-Ligue 1,Dijon,Hamza Mendyl,18,0,1.0,1441,DF,-1.0,-0.062456627342123525
FRA-Ligue 1,Dijon,Jhonder Cádiz,17,2,0.9,799,"FW,MF",1.1,0.12390488110137673
FRA-Ligue 1,Dijon,Jordan Marié,85,2,2.4,5319,MF,-0.3999999999999999,-0.006768189509306259
FRA-Ligue 1,Dijon,Jules Keita,20,1,1.1,614,"FW,MF",-0.10000000000000009,-0.014657980456026072
FRA-Ligue 1,Dijon,Junior Dina Ebimbe,30,1,2.4,2144,"FW,MF",-1.4,-0.0587686567164179
FRA-Ligue 1,Dijon,Júlio Tavares,85,8,8.0,6857,FW,0.0,0.0
FRA-Ligue 1,Dijon,Kwon Chang-hoon,53,3,3.0999999999999996,3075,"FW,MF",-0.09999999999999964,-0.0029268292682926725
FRA-Ligue 1,Dijon,Laurent Ciman,9,0,0.4,717,DF,-0.4,-0.0502092050209205
FRA-Ligue 1,Dijon,Mama Samba Baldé,53,2,4.3999999999999995,3837,"FW,MF",-2.3999999999999995,-0.056293979671618435
FRA-Ligue 1,Dijon,Matheus Pereira da Silva,10,0,0.5,465,"MF,FW",-0.5,-0.0967741935483871
FRA-Ligue 1,Dijon,Mehdi Abeid,45,1,1.9000000000000001,3199,MF,-0.9000000000000001,-0.02532041262894655
FRA-Ligue 1,Dijon,Mickaël Alphonse,28,1,1.1,1949,DF,-0.10000000000000009,-0.004617752693689075
FRA-Ligue 1,Dijon,Mihai Dobre,22,0,0.3,529,FW,-0.3,-0.051039697542533076
FRA-Ligue 1,Dijon,Mounir Chouiar,43,2,6.1,2794,"MF,FW",-4.1,-0.13206871868289188
FRA-Ligue 1,Dijon,Moussa Konaté,27,1,0.4,1196,FW,0.6,0.0451505016722408
FRA-Ligue 1,Dijon,Muzinga Ngonda,36,0,1.2000000000000002,2847,DF,-1.2000000000000002,-0.03793466807165438
FRA-Ligue 1,Dijon,Nayef Aguerd,24,0,0.1,2007,DF,-0.1,-0.004484304932735426
FRA-Ligue 1,Dijon,Naïm Sliti,66,10,12.100000000000001,4576,"FW,MF",-2.1000000000000014,-0.04130244755244758
FRA-Ligue 1,Dijon,Oussama Haddadi,65,3,4.2,5177,DF,-1.2000000000000002,-0.020861502800849915
FRA-Ligue 1,Dijon,Pape Cheikh Diop,21,0,0.6,1089,MF,-0.6,-0.04958677685950413
FRA-Ligue 1,Dijon,Papy Djilobodji,30,1,0.5,2699,DF,0.5,0.016672841793256763
FRA-Ligue 1,Dijon,Roger Assalé,17,1,0.2,828,"FW,MF",0.8,0.08695652173913045
FRA-Ligue 1,Dijon,Romain Amalfitano,93,4,3.9,7036,MF,0.10000000000000009,0.0012791358726549186
FRA-Ligue 1,Dijon,Sacha Boey,24,1,1.5,1863,DF,-0.5,-0.024154589371980676
FRA-Ligue 1,Dijon,Senou Coulibaly,41,0,0.5,3011,DF,-0.5,-0.014945200929923614
FRA-Ligue 1,Dijon,Stephy Mavididi,24,1,0.8,1391,"FW,MF",0.19999999999999996,0.012940330697340042
FRA-Ligue 1,Dijon,Valentin Rosier,54,7,3.5,4240,DF,3.5,0.07429245283018868
FRA-Ligue 1,Dijon,Wesley Lautoa,92,1,0.9,7123,"DF,MF",0.09999999999999998,0.0012635125649305065
FRA-Ligue 1,Dijon,Wesley Saïd,63,3,4.9,4092,"FW,MF",-1.9000000000000004,-0.04178885630498535
FRA-Ligue 1,Dijon,Xeka,17,3,2.2,1393,MF,0.7999999999999998,0.05168700646087579
FRA-Ligue 1,Dijon,Yassine Benzia,10,1,0.8,580,MF,0.19999999999999996,0.031034482758620682
FRA-Ligue 1,Guingamp,Abdoul Camara,14,1,0.8,888,"FW,MF",0.19999999999999996,0.020270270270270264
FRA-Ligue 1,Guingamp,Alexandre Mendy,16,0,1.0,767,FW,-1.0,-0.11734028683181225
FRA-Ligue 1,Guingamp,Cheick Traoré,20,0,1.3,1508,DF,-1.3,-0.07758620689655173
FRA-Ligue 1,Guingamp,Christophe Kerbrat,62,0,0.30000000000000004,5415,DF,-0.30000000000000004,-0.004986149584487535
FRA-Ligue 1,Guingamp,Clément Grenier,15,4,3.9,1208,MF,0.10000000000000009,0.0074503311258278205
FRA-Ligue 1,Guingamp,Didier Ibrahim Ndong,11,0,0.1,744,MF,-0.1,-0.012096774193548387
FRA-Ligue 1,Guingamp,Franck Tabanou,17,2,1.2,1228,DF,0.8,0.05863192182410424
FRA-Ligue 1,Guingamp,Félix Eboa Eboa,50,0,0.8,3950,DF,-0.8,-0.018227848101265823
FRA-Ligue 1,Guingamp,Jimmy Briand,37,2,2.4,3209,FW,-0.3999999999999999,-0.011218448114677466
FRA-Ligue 1,Guingamp,Jonathan Martins Pereira,14,0,1.3,1135,DF,-1.3,-0.10308370044052864
FRA-Ligue 1,Guingamp,Jordan Ikoko,48,2,2.7,4127,DF,-0.7000000000000002,-0.015265325902592686
FRA-Ligue 1,Guingamp,Jérémy Sorbon,62,0,0.8,5257,DF,-0.8,-0.013696024348487731
FRA-Ligue 1,Guingamp,Karl-Johan Johnsson,55,0,0.1,4950,GK,-0.1,-0.0018181818181818182
FRA-Ligue 1,Guingamp,Lebogang Phiri,46,1,1.0,2960,MF,0.0,0.0
FRA-Ligue 1,Guingamp,Lucas Deaux,44,2,3.1,3131,MF,-1.1,-0.031619290961354206
FRA-Ligue 1,Guingamp,Ludovic Blas,65,8,4.7,4165,MF,3.3,0.07130852340936375
FRA-Ligue 1,Guingamp,Marcus Coco,62,4,3.5,3427,"FW,MF",0.5,0.013131018383425735
FRA-Ligue 1,Guingamp,Marcus Thuram,64,2,5.4,4500,FW,-3.4000000000000004,-0.068
FRA-Ligue 1,Guingamp,Mehdi Merghem,9,1,0.1,721,"FW,MF",0.9,0.11234396671289876
FRA-Ligue 1,Guingamp,Mustapha Diallo,26,0,0.3,1384,MF,-0.3,-0.019508670520231215
FRA-Ligue 1,Guingamp,Nicolas Benezet,54,4,7.7,3314,"FW,MF",-3.7,-0.10048280024140012
FRA-Ligue 1,Guingamp,Nolan Roux,26,0,0.8,1536,FW,-0.8,-0.046875
FRA-Ligue 1,Guingamp,Pedro Rebocho,57,10,7.3,4961,DF,2.7,0.048982060068534575
FRA-Ligue 1,Guingamp,Ronny Rodelin,17,0,0.4,788,"MF,FW",-0.4,-0.045685279187817264
FRA-Ligue 1,Guingamp,Yannis Salibur,23,3,3.7,1537,"FW,MF",-0.7000000000000002,-0.040988939492517903
FRA-Ligue 1,Guingamp,Yeni Ngbakoto,31,0,0.9,1142,"FW,MF",-0.9,-0.07092819614711034
FRA-Ligue 1,Guingamp,Étienne Didot,54,2,3.0999999999999996,3726,MF,-1.0999999999999996,-0.026570048309178737
FRA-Ligue 1,Le Havre,Abdoulaye Touré,58,1,1.3,4608,MF,-0.30000000000000004,-0.005859375000000001
FRA-Ligue 1,Le Havre,André Ayew,46,1,1.0,2557,FW,0.0,0.0
FRA-Ligue 1,Le Havre,Antoine Joujou,49,4,3.6,1722,"FW,MF",0.3999999999999999,0.02090592334494773
FRA-Ligue 1,Le Havre,Arouna Sangante,46,0,1.3,3931,DF,-1.3,-0.029763418977359454
FRA-Ligue 1,Le Havre,Arthur Desmas,51,0,0.4,4590,GK,-0.4,-0.00784313725490196
FRA-Ligue 1,Le Havre,Christopher Operi,41,6,6.2,3614,DF,-0.20000000000000018,-0.00498063087991146
FRA-Ligue 1,Le Havre,Daler Kuzyaev,42,2,1.9,2657,MF,0.10000000000000009,0.003387278885961614
FRA-Ligue 1,Le Havre,Emmanuel Sabbi,45,1,2.0,2237,"FW,MF",-1.0,-0.04023245417970496
FRA-Ligue 1,Le Havre,Etienne Youte Kinkoue,50,0,0.30000000000000004,4261,DF,-0.30000000000000004,-0.006336540718141282
FRA-Ligue 1,Le Havre,Fodé Ballo-Touré,10,0,0.1,589,"DF,MF",-0.1,-0.015280135823429542
FRA-Ligue 1,Le Havre,Gautier Lloris,62,1,1.1,5546,DF,-0.10000000000000009,-0.0016227912008654902
FRA-Ligue 1,Le Havre,Issa Soumaré,36,4,3.7,2139,"FW,MF",0.2999999999999998,0.012622720897615701
FRA-Ligue 1,Le Havre,Josué Casimir,57,9,7.6,4013,"FW,DF",1.4000000000000004,0.031397956640917025
FRA-Ligue 1,Le Havre,Junior Mwanga,11,2,1.0,952,MF,1.0,0.09453781512605042
FRA-Ligue 1,Le Havre,Koka,16,1,0.6,851,FW,0.4,0.04230317273795535
FRA-Ligue 1,Le Havre,Loïc Nego,59,3,1.7,4020,"DF,MF",1.3,0.029104477611940297
FRA-Ligue 1,Le Havre,Mahamadou Diawara,15,1,0.4,582,MF,0.6,0.09278350515463918
FRA-Ligue 1,Le Havre,Mohamed Lamine Bayo,22,1,0.6,1389,FW,0.4,0.025917926565874733
FRA-Ligue 1,Le Havre,Nabil Alioui,18,1,2.2,1009,"MF,FW",-1.2000000000000002,-0.1070366699702676
FRA-Ligue 1,Le Havre,Oussama Targhalline,28,0,1.1,2015,MF,-1.1,-0.04913151364764268
FRA-Ligue 1,Le Havre,Rassoul Ndiaye,46,0,0.8999999999999999,1587,"MF,FW",-0.8999999999999999,-0.051039697542533076
FRA-Ligue 1,Le Havre,Samuel Grandsir,29,1,1.7999999999999998,690,"MF,FW",-0.7999999999999998,-0.1043478260869565
FRA-Ligue 1,Le Havre,Steve Ngoura,20,1,0.5,512,"FW,MF",0.5,0.087890625
FRA-Ligue 1,Le Havre,Timothee Pembele,20,0,0.1,1113,DF,-0.1,-0.008086253369272238
FRA-Ligue 1,Le Havre,Yanis Zouaoui,17,2,2.9,976,"DF,FW",-0.8999999999999999,-0.08299180327868852
FRA-Ligue 1,Le Havre,Yassine Kechta,63,1,3.4000000000000004,3945,MF,-2.4000000000000004,-0.054752851711026625
FRA-Ligue 1,Le Havre,Yoann Salmier,33,1,0.8999999999999999,2365,DF,0.10000000000000009,0.003805496828752646
FRA-Ligue 1,Lens,Abdukodir Khusanov,24,0,0.4,1784,DF,-0.4,-0.020179372197309416
FRA-Ligue 1,Lens,Abdulai Juma Bah,10,0,0.2,686,DF,-0.2,-0.026239067055393587
FRA-Ligue 1,Lens,Adrien Thomasson,82,14,12.7,5086,"MF,FW",1.3000000000000007,0.023004325599685425
FRA-Ligue 1,Lens,Alexis Claude-Maurice,20,3,1.3,604,"MF,FW",1.7,0.2533112582781457
FRA-Ligue 1,Lens,Anass Zaroury,28,2,2.9,1405,"FW,MF",-0.8999999999999999,-0.05765124555160142
FRA-Ligue 1,Lens,Andy Diouf,59,2,3.9,3539,MF,-1.9,-0.04831873410567957
FRA-Ligue 1,Lens,Angelo Fulgini,69,4,9.7,3279,"MF,FW",-5.699999999999999,-0.15645013723696247
FRA-Ligue 1,Lens,Arnaud Kalimuendo,60,3,4.1,3366,"FW,MF",-1.0999999999999996,-0.029411764705882342
FRA-Ligue 1,Lens,Brice Samba,85,0,0.30000000000000004,7650,GK,-0.30000000000000004,-0.003529411764705883
FRA-Ligue 1,Lens,Cheick Doucouré,67,5,4.7,5573,MF,0.2999999999999998,0.004844787367665528
FRA-Ligue 1,Lens,Christopher Wooh,15,1,0.4,1054,DF,0.6,0.051233396584440226
FRA-Ligue 1,Lens,Clément Michelin,26,4,3.7,1154,DF,0.2999999999999998,0.023396880415944527
FRA-Ligue 1,Lens,Corentin Jean,40,1,0.8,835,"FW,MF",0.19999999999999996,0.021556886227544904
FRA-Ligue 1,Lens,David Costa,107,11,11.6,4867,"MF,FW",-0.5999999999999996,-0.011095130470515711
FRA-Ligue 1,Lens,Deiver Machado,101,8,7.1,5636,"DF,MF",0.9000000000000004,0.014371894960965229
FRA-Ligue 1,Lens,Elye Wahi,27,3,2.6,1692,FW,0.3999999999999999,0.021276595744680844
FRA-Ligue 1,Lens,Facundo Medina,147,8,6.3,12636,DF,1.7000000000000002,0.01210826210826211
FRA-Ligue 1,Lens,Florian Sotoca,169,23,23.2,12339,FW,-0.1999999999999993,-0.0014587892049598781
FRA-Ligue 1,Lens,Gaël Kakuta,66,7,8.899999999999999,4089,"MF,FW",-1.8999999999999986,-0.04181951577402785
FRA-Ligue 1,Lens,Goduine Koyalipou,15,0,0.8,885,FW,-0.8,-0.08135593220338984
FRA-Ligue 1,Lens,Ignatius Ganago,56,1,2.4000000000000004,2387,FW,-1.4000000000000004,-0.0527859237536657
FRA-Ligue 1,Lens,Ismaël Boura,34,0,0.8999999999999999,1012,DF,-0.8999999999999999,-0.0800395256916996
FRA-Ligue 1,Lens,Issiaga Sylla,20,0,0.9,1116,"DF,MF",-0.9,-0.07258064516129033
FRA-Ligue 1,Lens,Jean Onana,21,0,0.4,810,"MF,DF",-0.4,-0.044444444444444446
FRA-Ligue 1,Lens,Jean-Louis Leca,66,0,0.1,5806,GK,-0.1,-0.001550120564932828
FRA-Ligue 1,Lens,Jhoanner Chávez,18,0,1.2,1077,DF,-1.2,-0.10027855153203342
FRA-Ligue 1,Lens,Jimmy Cabot,11,1,2.1,511,"DF,MF",-1.1,-0.19373776908023485
FRA-Ligue 1,Lens,Jonathan Clauss,70,17,14.1,5567,DF,2.9000000000000004,0.04688342015448177
FRA-Ligue 1,Lens,Jonathan Gradit,152,4,4.0,12937,DF,0.0,0.0
FRA-Ligue 1,Lens,Kevin Danso,112,4,2.9,9757,DF,1.1,0.010146561443066518
FRA-Ligue 1,Lens,Loïc Bade,31,0,0.3,2610,DF,-0.3,-0.010344827586206896
FRA-Ligue 1,Lens,Loïs Openda,38,4,4.0,2517,FW,0.0,0.0
FRA-Ligue 1,Lens,M'Bala Nzola,21,1,1.3,1460,FW,-0.30000000000000004,-0.01849315068493151
FRA-Ligue 1,Lens,Malang Sarr,21,0,0.3,1385,DF,-0.3,-0.019494584837545126
FRA-Ligue 1,Lens,Massadio Haïdara,99,4,3.2,5620,DF,0.7999999999999998,0.012811387900355868
FRA-Ligue 1,Lens,Morgan Guilavogui,23,0,1.2,566,"FW,MF",-1.2,-0.1908127208480565
FRA-Ligue 1,Lens,Nampalys Mendy,26,2,1.2000000000000002,1640,MF,0.7999999999999998,0.043902439024390234
FRA-Ligue 1,Lens,Neil El Aynaoui,49,3,2.8,3154,MF,0.20000000000000018,0.005707038681039954
FRA-Ligue 1,Lens,Przemysław Frankowski,122,12,16.8,8860,DF,-4.800000000000001,-0.048758465011286695
FRA-Ligue 1,Lens,Ruben Aguilar,41,5,4.8,3046,DF,0.20000000000000018,0.005909389363099152
FRA-Ligue 1,Lens,Rémy Labeau Lascary,24,1,1.1,760,"FW,MF",-0.10000000000000009,-0.011842105263157904
FRA-Ligue 1,Lens,Salis Abdul Samed,60,1,2.1,4413,MF,-1.1,-0.022433718558803536
FRA-Ligue 1,Lens,Seko Fofana,103,9,9.0,8739,MF,0.0,0.0
FRA-Ligue 1,Lens,Simon Banza,38,3,2.8,1496,FW,0.20000000000000018,0.012032085561497336
FRA-Ligue 1,Lens,Steven Fortes,20,0,0.3,1532,DF,-0.3,-0.017624020887728457
FRA-Ligue 1,Lens,Tony Mauricio,26,4,1.5,502,MF,2.5,0.448207171314741
FRA-Ligue 1,Lens,Wesley Saïd,93,1,3.7,3223,"FW,MF",-2.7,-0.07539559416692523
FRA-Ligue 1,Lens,Yannick Cahuzac,47,0,0.6,2870,MF,-0.6,-0.018815331010452963
FRA-Ligue 1,Lille,Adam Ounas,38,1,4.699999999999999,1482,"FW,MF",-3.6999999999999993,-0.2246963562753036
FRA-Ligue 1,Lille,Adama Soumaoro,43,1,0.39999999999999997,3475,DF,0.6000000000000001,0.015539568345323742
FRA-Ligue 1,Lille,Alexsandro Ribeiro,80,1,1.0,6532,DF,0.0,0.0
FRA-Ligue 1,Lille,Amadou Onana,32,0,1.1,1359,MF,-1.1,-0.07284768211920531
FRA-Ligue 1,Lille,André Gomes,46,2,1.9,2905,MF,0.10000000000000009,0.0030981067125645466
FRA-Ligue 1,Lille,Angel Gomes,105,16,12.5,7077,"MF,FW",3.5,0.044510385756676554
FRA-Ligue 1,Lille,Anwar El Ghazi,27,4,3.1,1648,"FW,MF",0.8999999999999999,0.049150485436893196
FRA-Ligue 1,Lille,Ayyoub Bouaddi,33,1,1.0,1282,MF,0.0,0.0
FRA-Ligue 1,Lille,Aïssa Mandi,24,0,0.4,1733,DF,-0.4,-0.0207732256203116
FRA-Ligue 1,Lille,Bafodé Diakité,85,3,2.3,7115,DF,0.7000000000000002,0.008854532677442026
FRA-Ligue 1,Lille,Benjamin André,188,7,8.3,15869,MF,-1.3000000000000007,-0.00737286533492974
FRA-Ligue 1,Lille,Boubakary Soumaré,84,2,2.2,4207,MF,-0.20000000000000018,-0.004278583313525081
FRA-Ligue 1,Lille,Burak Yılmaz,59,8,7.4,4262,FW,0.5999999999999996,0.01267010793054903
FRA-Ligue 1,Lille,Carlos Baleba,21,0,0.1,539,MF,-0.1,-0.016697588126159558
FRA-Ligue 1,Lille,Chuba Akpom,14,1,0.5,639,FW,0.5,0.07042253521126761
FRA-Ligue 1,Lille,Domagoj Bradarić,59,3,2.9,3099,DF,0.10000000000000009,0.0029041626331074567
FRA-Ligue 1,Lille,Edgar Ié,42,0,0.5,3385,DF,-0.5,-0.01329394387001477
FRA-Ligue 1,Lille,Edon Zhegrova,80,12,13.7,4803,"MF,FW",-1.6999999999999993,-0.031855090568394744
FRA-Ligue 1,Lille,Ezequiel Ponce,28,1,1.9,1097,FW,-0.8999999999999999,-0.0738377392889699
FRA-Ligue 1,Lille,Fodé Ballo-Touré,45,1,1.7,3648,DF,-0.7,-0.017269736842105265
FRA-Ligue 1,Lille,Gabriel Gudmundsson,103,0,4.5,5234,"DF,MF",-4.5,-0.07737867787542989
FRA-Ligue 1,Lille,Gabriel Magalhães,38,0,0.2,3153,DF,-0.2,-0.005708848715509039
FRA-Ligue 1,Lille,Hamza Mendyl,12,0,0.9,851,"DF,MF",-0.9,-0.09518213866039953
FRA-Ligue 1,Lille,Hákon Arnar Haraldsson,51,3,4.3,3039,"FW,MF",-1.2999999999999998,-0.038499506416584395
FRA-Ligue 1,Lille,Ibrahim Amadou,30,0,0.4,2405,"MF,DF",-0.4,-0.014968814968814968
FRA-Ligue 1,Lille,Ismaily,69,3,4.5,5148,DF,-1.5,-0.026223776223776224
FRA-Ligue 1,Lille,Ivan Cavaleiro,17,1,1.2,770,FW,-0.19999999999999996,-0.02337662337662337
FRA-Ligue 1,Lille,Jonathan Bamba,167,25,23.3,13137,"FW,MF",1.6999999999999993,0.011646494633477958
FRA-Ligue 1,Lille,Jonathan David,178,15,19.9,13507,FW,-4.899999999999999,-0.03264973717331753
FRA-Ligue 1,Lille,Jonathan Ikone,121,20,15.3,8092,"MF,FW",4.699999999999999,0.05227385071675728
FRA-Ligue 1,Lille,José Fonte,166,4,3.1,14512,DF,0.8999999999999999,0.005581587651598677
FRA-Ligue 1,Lille,Jérémy Pied,24,2,1.8,1250,DF,0.19999999999999996,0.014399999999999996
FRA-Ligue 1,Lille,Júnior Alonso,34,1,0.5,2781,DF,0.5,0.016181229773462782
FRA-Ligue 1,Lille,Kouadio-Yves Dabila,24,0,0.1,1726,DF,-0.1,-0.005214368482039398
FRA-Ligue 1,Lille,Kévin Malcuit,23,6,3.5,1817,DF,2.5,0.12383048981838195
FRA-Ligue 1,Lille,Lebo Mothiba,17,0,1.0,1437,FW,-1.0,-0.06263048016701461
FRA-Ligue 1,Lille,Leny Yoro,46,0,0.1,3455,MF,-0.1,-0.002604920405209841
FRA-Ligue 1,Lille,Loïc Rémy,46,2,1.1,2167,FW,0.8999999999999999,0.0373788647900323
FRA-Ligue 1,Lille,Lucas Chevalier,99,0,1.6,8909,GK,-1.6,-0.01616343023908407
FRA-Ligue 1,Lille,Luiz Araújo,108,8,6.2,5123,"FW,MF",1.7999999999999998,0.031622096427874294
FRA-Ligue 1,Lille,Matias Fernandez-Pardo,22,2,2.8,1065,"FW,MF",-0.7999999999999998,-0.06760563380281688
FRA-Ligue 1,Lille,Mike Maignan,138,0,0.1,12392,GK,-0.1,-0.0007262750161394449
FRA-Ligue 1,Lille,Mitchel Bakker,24,2,2.7,1139,"FW,DF",-0.7000000000000002,-0.05531167690956981
FRA-Ligue 1,Lille,Mohamed Lamine Bayo,39,2,2.3,960,"FW,MF",-0.2999999999999998,-0.02812499999999998
FRA-Ligue 1,Lille,Nabil Bentaleb,36,3,0.9,2296,MF,2.1,0.08231707317073171
FRA-Ligue 1,Lille,Ngal'Ayel Mukau,22,1,0.7,1190,MF,0.30000000000000004,0.022689075630252103
FRA-Ligue 1,Lille,Nicolas Pépé,74,15,13.5,6165,"FW,MF",1.5,0.021897810218978103
FRA-Ligue 1,Lille,Osame Sahraoui,30,3,3.6,1293,"FW,MF",-0.6000000000000001,-0.04176334106728539
FRA-Ligue 1,Lille,Rafael Leão,24,3,1.7,1287,FW,1.3,0.09090909090909091
FRA-Ligue 1,Lille,Reinildo Mandava,66,0,2.2,4911,DF,-2.2,-0.04031765424557117
FRA-Ligue 1,Lille,Renato Sanches,67,9,8.1,4404,"MF,FW",0.9000000000000004,0.018392370572207092
FRA-Ligue 1,Lille,Rui Fonte,18,0,0.3,627,"FW,MF",-0.3,-0.043062200956937795
FRA-Ligue 1,Lille,Rémy Cabella,85,14,16.299999999999997,5013,"MF,FW",-2.299999999999997,-0.04129263913824052
FRA-Ligue 1,Lille,Sven Botman,62,1,0.5,5559,DF,0.5,0.008094981111710739
FRA-Ligue 1,Lille,Thiago Maia,61,1,0.9,3532,"MF,DF",0.09999999999999998,0.0025481313703284254
FRA-Ligue 1,Lille,Thiago Mendes,66,9,7.6,5368,MF,1.4000000000000004,0.023472429210134132
FRA-Ligue 1,Lille,Thomas Meunier,30,0,0.7,1928,DF,-0.7,-0.03267634854771784
FRA-Ligue 1,Lille,Tiago Djaló,78,1,0.6,5880,DF,0.4,0.006122448979591836
FRA-Ligue 1,Lille,Tiago Santos,36,2,2.9,2769,DF,-0.8999999999999999,-0.029252437703141926
FRA-Ligue 1,Lille,Timothy Weah,89,6,7.1,4327,"MF,FW",-1.0999999999999996,-0.022879593251675517
FRA-Ligue 1,Lille,Victor Osimhen,27,4,2.9,2287,FW,1.1,0.043288150415391344
FRA-Ligue 1,Lille,Xeka,101,2,5.6,5803,MF,-3.5999999999999996,-0.055833189729450276
FRA-Ligue 1,Lille,Yassine Benzia,33,6,6.1,2448,"MF,FW",-0.09999999999999964,-0.003676470588235281
FRA-Ligue 1,Lille,Youssouf Koné,20,1,0.9,1709,DF,0.09999999999999998,0.005266237565827969
FRA-Ligue 1,Lille,Yusuf Yazıcı,96,12,10.1,3955,"MF,FW",1.9000000000000004,0.04323640960809103
FRA-Ligue 1,Lille,Yves Bissouma,24,1,0.7,1561,"MF,DF",0.30000000000000004,0.017296604740550933
FRA-Ligue 1,Lille,Zeki Çelik,118,12,8.4,10118,DF,3.5999999999999996,0.0320221387626013
FRA-Ligue 1,Lorient,Adrian Grbić,52,0,0.9,1535,FW,-0.9,-0.052768729641693816
FRA-Ligue 1,Lorient,Andrew Gravillon,26,2,0.7,2272,DF,1.3,0.05149647887323944
FRA-Ligue 1,Lorient,Armand Lauriente,67,7,10.7,4365,"MF,FW",-3.6999999999999993,-0.07628865979381441
FRA-Ligue 1,Lorient,Ayman Kari,19,1,0.8,989,"MF,DF",0.19999999999999996,0.018200202224469157
FRA-Ligue 1,Lorient,Bamba Dieng,31,1,2.2,1296,FW,-1.2000000000000002,-0.08333333333333334
FRA-Ligue 1,Lorient,Bamo Meïté,19,0,0.1,1649,DF,-0.1,-0.005457853244390539
FRA-Ligue 1,Lorient,Benjamin Mendy,15,1,1.9,711,DF,-0.8999999999999999,-0.11392405063291138
FRA-Ligue 1,Lorient,Bonke Innocent,41,1,0.6,2266,MF,0.4,0.015887025595763462
FRA-Ligue 1,Lorient,Dango Ouattara,43,7,4.5,2360,"MF,FW",2.5,0.09533898305084745
FRA-Ligue 1,Lorient,Darlin Yongwa,36,2,3.0999999999999996,1940,DF,-1.0999999999999996,-0.051030927835051525
FRA-Ligue 1,Lorient,Eli Junior Kroupi,31,3,1.8,1092,"FW,MF",1.2,0.0989010989010989
FRA-Ligue 1,Lorient,Enzo Le Fée,107,14,14.4,7038,MF,-0.40000000000000036,-0.005115089514066501
FRA-Ligue 1,Lorient,Fabien Lemoine,51,1,2.0,3051,MF,-1.0,-0.029498525073746312
FRA-Ligue 1,Lorient,Formose Mendy,18,0,0.1,1256,DF,-0.1,-0.007165605095541402
FRA-Ligue 1,Lorient,Gedeon Kalulu,48,5,2.6,3408,DF,2.4,0.06338028169014084
FRA-Ligue 1,Lorient,Houboulang Mendes,53,1,1.8,4517,DF,-0.8,-0.01593978304184193
FRA-Ligue 1,Lorient,Ibrahima Koné,54,2,2.8,2341,FW,-0.7999999999999998,-0.030756087142246896
FRA-Ligue 1,Lorient,Igor Carioca,40,0,1.5,2296,DF,-1.5,-0.05879790940766551
FRA-Ligue 1,Lorient,Imran Louza,14,3,2.5,863,MF,0.5,0.05214368482039397
FRA-Ligue 1,Lorient,Jean-Victor Makengo,26,0,0.5,1543,MF,-0.5,-0.02916396629941672
FRA-Ligue 1,Lorient,Jonathan Delaplace,18,1,1.8,906,DF,-0.8,-0.07947019867549669
FRA-Ligue 1,Lorient,Julien Laporte,106,0,0.8,9022,DF,-0.8,-0.007980492130348038
FRA-Ligue 1,Lorient,Julien Ponceau,63,6,5.7,3899,MF,0.2999999999999998,0.006924852526288788
FRA-Ligue 1,Lorient,Jérémy Morel,37,0,0.4,3097,DF,-0.4,-0.011624152405553763
FRA-Ligue 1,Lorient,Jérôme Hergault,30,0,0.5,1977,"DF,MF",-0.5,-0.022761760242792112
FRA-Ligue 1,Lorient,Laurent Abergel,134,5,8.8,11121,MF,-3.8000000000000007,-0.030752630159158353
FRA-Ligue 1,Lorient,Léo Pétrot,22,0,0.1,1815,DF,-0.1,-0.0049586776859504135
FRA-Ligue 1,Lorient,Mohamed Bamba,16,3,2.1,1138,FW,0.8999999999999999,0.0711775043936731
FRA-Ligue 1,Lorient,Montassar Talbi,63,2,0.7,5624,DF,1.3,0.020803698435277383
FRA-Ligue 1,Lorient,Moritz Jenz,17,0,0.1,1381,DF,-0.1,-0.006517016654598118
FRA-Ligue 1,Lorient,Nathaniel Adjei,15,0,0.1,1243,DF,-0.1,-0.007240547063555914
FRA-Ligue 1,Lorient,Panos Katseris,15,1,0.8,1041,DF,0.19999999999999996,0.017291066282420744
FRA-Ligue 1,Lorient,Paul Nardi,45,0,0.2,4050,GK,-0.2,-0.0044444444444444444
